0,https://github.com/spring-projects/spring-webflow,57f2ccb66946943fbf3b3f2165eac1c8eb6b1523,Use fixed parser for empty value binding expressions,pos
1,https://github.com/pingidentity/ldapsdk,8471904a02438c03965d21367890276bc25fa5a6,"Fix a SimpleBindRequest bug

Fixed a bug in SimpleBindRequest that prevented it from rejecting a
bind request that includes a DN without a password (when it is
appropriate to do so, based on the
LDAPConnectionOptions.bindWithDNRequiresPassword() setting) when
operating in synchronous mode.  The setting was properly honored in
the default asynchronous mode.",pos
2,https://github.com/apache/camel,57d01e2fc8923263df896e9810329ee5b7f9b69,CAMEL-10567: Camel-Jackson: Add an option to allow the UnmarshallType header use,pos
3,https://github.com/jenkinsci/jenkins,d7ea3f40efedd50541a57b943d5f7bbed046d091,[SECURITY-478] Require RUN_SCRIPTS before configuring CommandLauncher or CommandConnector.,pos
4,https://github.com/apache/tomcat,2835bb4e030c1c741ed0847bb3b9c3822e4fbc8a,"Enable host name verification for secure WebSocket client connections by
default.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1833757 13f79535-47bb-0310-9956-ffa450edef68",pos
5,https://github.com/apache/tomcat,9601a937ff3b7ef5d04b2a0e950d0e44e1bb4cbd,"Fix intermittent test failure spotted during some refactoring.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc8.5.x/trunk@1774166 13f79535-47bb-0310-9956-ffa450edef68",pos
6,https://github.com/apache/tomcat55,359c7ee17f5759cc99988e1cc9e971fe4a6ffad5,"Apply the alternative fix for CVE-2009-3555: SSL MITM

git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc5.5.x/trunk@904851 13f79535-47bb-0310-9956-ffa450edef68",pos
7,https://github.com/apache/spark,772a9b969aa179150aa216e9efd950e512e9d0b4,"[SPARK-20922][CORE] Add whitelist of classes that can be deserialized by the launcher.

Blindly deserializing classes using Java serialization opens the code up to
issues in other libraries, since just deserializing data from a stream may
end up execution code (think readObject()).

Since the launcher protocol is pretty self-contained, there's just a handful
of classes it legitimately needs to deserialize, and they're in just two
packages, so add a filter that throws errors if classes from any other
package show up in the stream.

This also maintains backwards compatibility (the updated launcher code can
still communicate with the backend code in older Spark releases).

Tested with new and existing unit tests.

Author: Marcelo Vanzin <vanzin@cloudera.com>

Closes #18166 from vanzin/SPARK-20922.

(cherry picked from commit 8efc6e986554ae66eab93cd64a9035d716adbab0)
Signed-off-by: Marcelo Vanzin <vanzin@cloudera.com>",pos
8,https://github.com/apache/tomcat,d6a9898125f34e593de426e8c7dabb0f224fc00f,"Add support for limiting the size of chunk extensions when using
chunked encoding

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1521834 13f79535-47bb-0310-9956-ffa450edef68",pos
9,https://github.com/apache/tomcat,50311bed8d87e452ff0e69838ba312c4fe899b2d,"Add new constant missed in previous commit

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1589992 13f79535-47bb-0310-9956-ffa450edef68",pos
10,https://github.com/apache/hive,00c0ee7bc4b8492476b377a6edafcc33411f14b,"HIVE-20420: Provide a fallback authorizer when no other authorizer is in use (Daniel Dai, reviewed by Laszlo Pinter, Thejas Nair)

Signed-off-by: Thejas M Nair <thejas@hortonworks.com>",pos
